id,generador,pid,nombreProducto,precio,stock
1232,3,7269,Microfono USB,3164.31,184
1242,4,7270,Auriculares BT,3848.60,104
1200,0,7266,Router WiFi 6,18863.86,99
1252,6,7272,Microfono USB,26289.35,169
1213,1,7267,Motherboard AM5,4581.45,149
1262,7,7273,Pad Mouse XL,19604.01,189
1204,5,7271,Microfono USB,17274.15,454
1223,2,7268,Silla Gamer,25757.65,260
1233,3,7269,Silla Gamer,21053.20,71
1243,4,7270,Motherboard AM5,24466.07,431
1271,0,7266,Memoria 16GB,14283.87,40
1253,6,7272,Monitor 24",4111.76,289
1214,1,7267,Teclado Mecanico,22147.10,91
1263,7,7273,Motherboard AM5,23227.68,53
1205,5,7271,Notebook 15",23207.95,194
1224,2,7268,Teclado Mecanico,23685.81,75
1234,3,7269,Microfono USB,13320.73,345
1244,4,7270,Router WiFi 6,29811.19,383
1272,0,7266,Motherboard AM5,17501.52,500
1254,6,7272,Silla Gamer,4636.87,29
1215,1,7267,Monitor 24",16775.62,492
1264,7,7273,Pad Mouse XL,28049.88,87
1206,5,7271,Memoria 16GB,15254.23,418
1225,2,7268,Webcam 1080p,7860.44,438
1235,3,7269,Auriculares BT,24780.61,250
1245,4,7270,Notebook 15",8325.82,441
1273,0,7266,Mouse Gamer,17317.69,326
1255,6,7272,Pad Mouse XL,12303.21,270
1216,1,7267,Router WiFi 6,12934.17,280
1265,7,7273,Notebook 15",2066.05,136
1207,5,7271,Notebook 15",28742.61,333
1226,2,7268,Webcam 1080p,6827.41,333
1236,3,7269,Microfono USB,6921.59,39
1246,4,7270,Webcam 1080p,4403.62,344
1274,0,7266,Memoria 16GB,4070.72,391
1256,6,7272,Monitor 24",14574.14,213
1217,1,7267,Teclado Mecanico,8890.82,410
1266,7,7273,SSD NVMe 1TB,20945.77,36
1208,5,7271,GPU RTX 4060,17070.18,336
1227,2,7268,SSD NVMe 1TB,27352.27,376
1237,3,7269,Monitor 24",22974.85,0
1247,4,7270,SSD NVMe 1TB,27643.13,39
1275,0,7266,Webcam 1080p,21038.09,209
1257,6,7272,Router WiFi 6,29367.10,175
1218,1,7267,Memoria 16GB,23325.88,202
1267,7,7273,Router WiFi 6,28199.96,182
1209,5,7271,Router WiFi 6,30579.69,14
1228,2,7268,Monitor 24",15050.57,0
1238,3,7269,Notebook 15",10548.91,126
1248,4,7270,Monitor 24",2826.77,213
1276,0,7266,Motherboard AM5,4628.00,174
1258,6,7272,Notebook 15",3313.30,313
1219,1,7267,Teclado Mecanico,22532.85,323
1268,7,7273,Monitor 24",24564.02,403
1210,5,7271,Pad Mouse XL,5292.88,144
1229,2,7268,Pad Mouse XL,24712.08,201
1239,3,7269,Pad Mouse XL,13194.34,84
1249,4,7270,Fuente 650W 80+,11804.04,384
1277,0,7266,SSD NVMe 1TB,28595.92,232
1259,6,7272,Silla Gamer,17920.92,428
1220,1,7267,Pad Mouse XL,23187.55,50
1269,7,7273,Teclado Mecanico,18786.89,14
1281,5,7271,SSD NVMe 1TB,2543.49,482
1230,2,7268,Motherboard AM5,25409.31,264
1240,3,7269,Auriculares BT,27416.84,64
1250,4,7270,Fuente 650W 80+,8237.34,248
1278,0,7266,Silla Gamer,5146.91,2
1260,6,7272,Pad Mouse XL,14066.02,374
1291,1,7267,Router WiFi 6,7653.59,431
1270,7,7273,Motherboard AM5,26703.19,297
1282,5,7271,Mouse Gamer,22242.74,67
1301,2,7268,Silla Gamer,16907.20,20
1311,3,7269,Pad Mouse XL,28138.77,67
1321,4,7270,Monitor 24",15170.65,354
1279,0,7266,Mouse Gamer,6595.57,296
1331,6,7272,Router WiFi 6,20548.91,96
1292,1,7267,SSD NVMe 1TB,20075.19,279
1341,7,7273,Fuente 650W 80+,9004.04,432
1283,5,7271,Mouse Gamer,17400.12,369
1302,2,7268,Mouse Gamer,14706.98,244
1312,3,7269,Router WiFi 6,11553.68,111
1322,4,7270,Notebook 15",2446.98,179
1280,0,7266,Webcam 1080p,18471.88,357
1332,6,7272,Router WiFi 6,22434.23,363
1293,1,7267,Auriculares BT,26434.35,262
1342,7,7273,Pad Mouse XL,23727.03,101
1284,5,7271,Webcam 1080p,21789.26,478
1303,2,7268,Fuente 650W 80+,26522.33,189
1313,3,7269,Pad Mouse XL,23728.46,284
1323,4,7270,Auriculares BT,28500.84,297
1351,0,7266,Pad Mouse XL,30977.43,305
1333,6,7272,Microfono USB,5745.57,196
1294,1,7267,GPU RTX 4060,13205.64,157
1343,7,7273,Memoria 16GB,19073.98,206
1285,5,7271,Auriculares BT,22467.17,348
1304,2,7268,Pad Mouse XL,20734.24,485
1314,3,7269,Router WiFi 6,17037.21,111
1324,4,7270,Mouse Gamer,12612.44,74
1352,0,7266,Notebook 15",11408.35,481
1334,6,7272,Monitor 24",23710.40,246
1295,1,7267,Motherboard AM5,28938.36,481
1344,7,7273,GPU RTX 4060,17473.95,284
1286,5,7271,Memoria 16GB,10129.48,201
1305,2,7268,Motherboard AM5,14782.57,415
1315,3,7269,Silla Gamer,10303.95,473
1325,4,7270,Microfono USB,19622.79,154
1353,0,7266,Pad Mouse XL,5397.04,95
1335,6,7272,Teclado Mecanico,13595.98,203
1296,1,7267,GPU RTX 4060,18003.21,92
1345,7,7273,SSD NVMe 1TB,25733.84,403
1287,5,7271,Microfono USB,19954.22,139
1306,2,7268,Router WiFi 6,16936.72,345
1316,3,7269,Silla Gamer,22458.42,260
1326,4,7270,Monitor 24",25423.18,69
1354,0,7266,Auriculares BT,3606.60,318
1336,6,7272,Teclado Mecanico,12908.71,241
1297,1,7267,Notebook 15",10177.37,207
1346,7,7273,Mouse Gamer,9476.99,231
1288,5,7271,Silla Gamer,25051.03,457
1307,2,7268,Auriculares BT,1043.27,363
1317,3,7269,Mouse Gamer,12371.76,480
1327,4,7270,Fuente 650W 80+,12478.34,421
1355,0,7266,Microfono USB,18910.11,308
1337,6,7272,Memoria 16GB,10332.81,487
1298,1,7267,Motherboard AM5,23516.34,326
1347,7,7273,GPU RTX 4060,16280.87,173
1289,5,7271,Microfono USB,15288.16,383
1308,2,7268,Teclado Mecanico,9689.43,52
1318,3,7269,Notebook 15",24771.25,258
1328,4,7270,Silla Gamer,24865.03,478
1356,0,7266,Auriculares BT,8871.19,186
1338,6,7272,GPU RTX 4060,24323.72,419
1299,1,7267,Mouse Gamer,30151.58,235
1348,7,7273,Memoria 16GB,27893.52,309
1290,5,7271,Teclado Mecanico,11986.29,365
1309,2,7268,GPU RTX 4060,25216.33,271
1319,3,7269,Microfono USB,18659.60,409
1329,4,7270,Teclado Mecanico,22351.04,246
1357,0,7266,Monitor 24",8712.98,216
1339,6,7272,Memoria 16GB,13834.95,257
1300,1,7267,Auriculares BT,5204.74,222
1349,7,7273,Monitor 24",21313.47,11
1361,5,7271,Memoria 16GB,3268.16,298
1310,2,7268,Memoria 16GB,16815.68,484
1320,3,7269,Memoria 16GB,5002.66,68
1330,4,7270,Auriculares BT,27112.80,334
1358,0,7266,Fuente 650W 80+,28891.62,465
1340,6,7272,Silla Gamer,25942.34,244
1371,1,7267,Webcam 1080p,14630.57,231
1350,7,7273,Microfono USB,20815.91,101
1362,5,7271,Microfono USB,19517.07,406
1381,2,7268,Pad Mouse XL,28044.08,445
1391,3,7269,Motherboard AM5,9961.34,269
1401,4,7270,Pad Mouse XL,15926.98,120
1359,0,7266,Teclado Mecanico,2404.08,333
1411,6,7272,Monitor 24",27368.79,412
1372,1,7267,Webcam 1080p,4970.02,361
1421,7,7273,Router WiFi 6,29926.04,181
1363,5,7271,Microfono USB,1327.12,198
1382,2,7268,Motherboard AM5,25428.04,484
1392,3,7269,GPU RTX 4060,9635.58,358
1402,4,7270,Motherboard AM5,8741.07,36
1360,0,7266,Fuente 650W 80+,25754.99,251
1412,6,7272,Teclado Mecanico,27914.50,208
1373,1,7267,Notebook 15",12532.50,218
1422,7,7273,Microfono USB,13603.26,182
1364,5,7271,GPU RTX 4060,30166.41,127
1383,2,7268,Motherboard AM5,15889.40,86
1393,3,7269,Router WiFi 6,12347.69,182
1403,4,7270,Memoria 16GB,14807.78,483
1431,0,7266,SSD NVMe 1TB,17017.70,168
1413,6,7272,Teclado Mecanico,1035.15,409
1374,1,7267,Memoria 16GB,19290.92,60
1423,7,7273,GPU RTX 4060,16160.25,231
1365,5,7271,Mouse Gamer,11655.30,160
1384,2,7268,SSD NVMe 1TB,30078.10,390
1394,3,7269,Webcam 1080p,12122.90,460
1404,4,7270,Memoria 16GB,19231.06,152
1432,0,7266,GPU RTX 4060,11649.30,392
1414,6,7272,Pad Mouse XL,30542.72,466
1375,1,7267,Webcam 1080p,26305.70,222
1424,7,7273,Microfono USB,16184.11,495
1366,5,7271,Fuente 650W 80+,27219.12,451
1385,2,7268,Motherboard AM5,16584.91,170
1395,3,7269,Motherboard AM5,2731.88,47
1405,4,7270,Microfono USB,27216.97,446
1433,0,7266,Notebook 15",12269.41,328
1415,6,7272,Mouse Gamer,14740.26,488
1376,1,7267,Fuente 650W 80+,28764.57,383
1425,7,7273,SSD NVMe 1TB,3329.56,152
1367,5,7271,Notebook 15",15958.78,308
1386,2,7268,GPU RTX 4060,10236.81,189
1396,3,7269,Monitor 24",2454.81,248
1406,4,7270,GPU RTX 4060,3638.08,61
1434,0,7266,Memoria 16GB,15213.02,92
1416,6,7272,Silla Gamer,25989.55,191
1377,1,7267,GPU RTX 4060,23509.53,388
1426,7,7273,GPU RTX 4060,21351.24,169
1368,5,7271,Microfono USB,15212.33,250
1387,2,7268,Webcam 1080p,8899.48,418
1397,3,7269,Monitor 24",16447.83,118
1407,4,7270,Motherboard AM5,17509.60,407
1435,0,7266,Router WiFi 6,17118.20,33
1417,6,7272,Auriculares BT,17432.27,211
1378,1,7267,Fuente 650W 80+,11334.85,47
1427,7,7273,Fuente 650W 80+,18075.88,2
1369,5,7271,Webcam 1080p,2206.11,196
1388,2,7268,Notebook 15",24049.32,370
1398,3,7269,Webcam 1080p,8357.37,454
1408,4,7270,Webcam 1080p,19523.41,176
1436,0,7266,Pad Mouse XL,5903.65,326
1418,6,7272,Silla Gamer,18238.92,28
1379,1,7267,SSD NVMe 1TB,13676.67,185
1428,7,7273,Router WiFi 6,26165.89,307
1370,5,7271,SSD NVMe 1TB,21661.45,318
1389,2,7268,GPU RTX 4060,28394.33,99
1399,3,7269,Monitor 24",16176.61,430
1409,4,7270,Fuente 650W 80+,27713.43,429
1437,0,7266,Notebook 15",6074.87,69
1419,6,7272,Fuente 650W 80+,8165.75,371
1380,1,7267,Webcam 1080p,14041.66,243
1429,7,7273,Webcam 1080p,19953.93,285
1441,5,7271,Auriculares BT,15819.28,86
1390,2,7268,SSD NVMe 1TB,14464.54,144
1400,3,7269,Webcam 1080p,9736.19,484
1410,4,7270,Microfono USB,24192.39,454
1438,0,7266,Auriculares BT,7791.53,207
1420,6,7272,Microfono USB,3125.32,13
1451,1,7267,Silla Gamer,14869.90,443
1430,7,7273,Pad Mouse XL,3161.67,488
1442,5,7271,Motherboard AM5,19980.06,96
1461,2,7268,Pad Mouse XL,29688.94,384
1471,3,7269,Memoria 16GB,7059.94,477
1481,4,7270,Pad Mouse XL,17033.24,135
1439,0,7266,Memoria 16GB,25765.53,239
1491,6,7272,Fuente 650W 80+,20111.37,234
1452,1,7267,Motherboard AM5,4469.98,131
1501,7,7273,GPU RTX 4060,19055.94,494
1443,5,7271,Fuente 650W 80+,16779.71,17
1462,2,7268,Fuente 650W 80+,10606.69,264
1472,3,7269,Router WiFi 6,26730.08,351
1482,4,7270,Microfono USB,8573.81,320
1440,0,7266,Webcam 1080p,12240.97,82
1492,6,7272,Notebook 15",9229.85,47
1453,1,7267,Monitor 24",14264.55,84
1502,7,7273,Webcam 1080p,17360.74,134
1444,5,7271,Teclado Mecanico,24762.49,477
1463,2,7268,GPU RTX 4060,4176.36,229
1473,3,7269,Silla Gamer,30978.79,8
1483,4,7270,SSD NVMe 1TB,28841.11,165
1511,0,7266,Mouse Gamer,1582.10,37
1493,6,7272,Motherboard AM5,29014.42,451
1454,1,7267,Motherboard AM5,26425.59,241
1503,7,7273,Motherboard AM5,1556.99,13
1445,5,7271,Monitor 24",25515.25,312
1464,2,7268,SSD NVMe 1TB,4815.49,405
1474,3,7269,Router WiFi 6,21008.29,249
1484,4,7270,Notebook 15",12566.11,404
1512,0,7266,Fuente 650W 80+,26691.07,179
1494,6,7272,Pad Mouse XL,11632.24,263
1455,1,7267,SSD NVMe 1TB,14384.93,27
1504,7,7273,Mouse Gamer,7841.26,207
1446,5,7271,Monitor 24",1050.79,300
1465,2,7268,Auriculares BT,12720.73,139
1475,3,7269,Silla Gamer,22993.55,189
1485,4,7270,Monitor 24",23448.86,223
1513,0,7266,SSD NVMe 1TB,30570.36,177
1495,6,7272,Memoria 16GB,6634.83,154
1456,1,7267,Router WiFi 6,28141.32,352
1505,7,7273,Fuente 650W 80+,3919.89,124
1447,5,7271,Router WiFi 6,26529.75,12
1466,2,7268,Webcam 1080p,10087.22,5
1476,3,7269,Auriculares BT,4910.60,375
1486,4,7270,Motherboard AM5,1609.53,265
1514,0,7266,Pad Mouse XL,27404.00,184
1496,6,7272,Microfono USB,19509.17,189
1457,1,7267,Mouse Gamer,17340.99,429
1506,7,7273,Notebook 15",18467.19,15
1448,5,7271,Router WiFi 6,13359.89,303
1467,2,7268,Auriculares BT,5383.91,25
1477,3,7269,Memoria 16GB,29810.68,284
1487,4,7270,Memoria 16GB,14520.94,284
1515,0,7266,Teclado Mecanico,27653.71,165
1497,6,7272,Silla Gamer,16385.52,276
1458,1,7267,Router WiFi 6,30707.85,355
1507,7,7273,Motherboard AM5,2787.56,401
1449,5,7271,SSD NVMe 1TB,15076.22,222
1468,2,7268,Microfono USB,13467.89,66
1478,3,7269,Memoria 16GB,23637.96,288
1488,4,7270,Notebook 15",21193.41,446
1516,0,7266,Auriculares BT,6440.64,331
1498,6,7272,SSD NVMe 1TB,4335.18,124
1459,1,7267,Router WiFi 6,18397.69,358
1508,7,7273,Teclado Mecanico,27722.21,231
1450,5,7271,Mouse Gamer,7577.95,253
1469,2,7268,Monitor 24",6409.80,442
1479,3,7269,Router WiFi 6,16172.49,234
1489,4,7270,GPU RTX 4060,12877.83,495
1517,0,7266,GPU RTX 4060,8445.78,243
1499,6,7272,Teclado Mecanico,19170.13,30
1460,1,7267,Auriculares BT,24407.98,364
1509,7,7273,GPU RTX 4060,13070.96,223
1521,5,7271,Memoria 16GB,29722.54,335
1470,2,7268,Webcam 1080p,17687.63,420
1480,3,7269,Pad Mouse XL,27029.26,403
1490,4,7270,Microfono USB,25447.70,140
1518,0,7266,Router WiFi 6,9944.51,482
1500,6,7272,Webcam 1080p,10976.67,398
1531,1,7267,Fuente 650W 80+,20989.67,84
1510,7,7273,Microfono USB,6067.90,390
1522,5,7271,Pad Mouse XL,23999.10,340
1541,2,7268,Fuente 650W 80+,28270.76,378
1551,3,7269,GPU RTX 4060,16861.11,411
1561,4,7270,Memoria 16GB,19186.59,298
1519,0,7266,Auriculares BT,21672.65,99
1571,6,7272,Webcam 1080p,10411.53,135
1532,1,7267,SSD NVMe 1TB,26336.35,427
1581,7,7273,Mouse Gamer,3709.97,119
1523,5,7271,Router WiFi 6,3220.66,339
1542,2,7268,Teclado Mecanico,20334.15,462
1552,3,7269,Monitor 24",12704.02,246
1562,4,7270,Router WiFi 6,16265.36,176
1520,0,7266,SSD NVMe 1TB,10083.76,310
1572,6,7272,Fuente 650W 80+,3207.53,390
1533,1,7267,Router WiFi 6,15567.74,430
1582,7,7273,Router WiFi 6,24883.14,48
1524,5,7271,Motherboard AM5,30703.12,388
1543,2,7268,Fuente 650W 80+,13199.98,30
1553,3,7269,Motherboard AM5,27861.48,152
1563,4,7270,Fuente 650W 80+,10814.92,306
1591,0,7266,Microfono USB,7198.04,383
1573,6,7272,Monitor 24",7395.91,442
1534,1,7267,Webcam 1080p,26816.27,499
1583,7,7273,SSD NVMe 1TB,16034.48,323
1525,5,7271,Microfono USB,13682.68,223
1544,2,7268,Microfono USB,30710.79,100
1554,3,7269,Mouse Gamer,29643.57,394
1564,4,7270,Router WiFi 6,7783.88,445
1592,0,7266,Webcam 1080p,19176.75,134
1574,6,7272,SSD NVMe 1TB,7699.24,92
1535,1,7267,Monitor 24",25426.84,106
1584,7,7273,Pad Mouse XL,11537.04,42
1526,5,7271,Motherboard AM5,22355.62,411
1545,2,7268,Motherboard AM5,4419.73,473
1555,3,7269,Router WiFi 6,22864.68,382
1565,4,7270,GPU RTX 4060,19517.76,146
1593,0,7266,Pad Mouse XL,5135.00,14
1575,6,7272,Mouse Gamer,3852.67,305
1536,1,7267,Motherboard AM5,20498.18,345
1585,7,7273,Motherboard AM5,1059.39,363
1527,5,7271,Router WiFi 6,7570.84,47
1546,2,7268,Motherboard AM5,17059.80,222
1556,3,7269,Mouse Gamer,30387.08,370
1566,4,7270,GPU RTX 4060,24443.87,459
1594,0,7266,Microfono USB,12839.97,363
1576,6,7272,Router WiFi 6,16004.28,451
1537,1,7267,Memoria 16GB,29723.07,359
1586,7,7273,GPU RTX 4060,25442.82,428
1528,5,7271,Notebook 15",14471.56,330
1547,2,7268,Teclado Mecanico,11014.67,230
1557,3,7269,Auriculares BT,25148.78,393
1567,4,7270,Memoria 16GB,7490.06,286
1595,0,7266,Teclado Mecanico,29377.87,3
1577,6,7272,Pad Mouse XL,5038.70,378
1538,1,7267,Auriculares BT,15978.37,100
1587,7,7273,Teclado Mecanico,12752.59,439
1529,5,7271,Motherboard AM5,5699.85,453
1548,2,7268,Router WiFi 6,8613.20,192
1558,3,7269,Pad Mouse XL,11145.14,187
1568,4,7270,Silla Gamer,22216.60,231
1596,0,7266,Router WiFi 6,27975.36,134
1578,6,7272,Pad Mouse XL,5852.00,23
1539,1,7267,Auriculares BT,4990.03,494
1588,7,7273,Notebook 15",7806.79,115
1530,5,7271,Teclado Mecanico,4539.28,311
1549,2,7268,Silla Gamer,23527.89,264
1559,3,7269,GPU RTX 4060,17479.49,328
1569,4,7270,GPU RTX 4060,22617.71,82
1597,0,7266,Webcam 1080p,24340.96,49
1579,6,7272,Teclado Mecanico,17671.89,437
1540,1,7267,Teclado Mecanico,8984.80,293
1589,7,7273,Memoria 16GB,24916.60,260
1601,5,7271,Notebook 15",13754.26,87
1550,2,7268,Auriculares BT,19310.10,35
1560,3,7269,Memoria 16GB,23286.50,191
1570,4,7270,Microfono USB,25881.10,49
1598,0,7266,Auriculares BT,24536.78,458
1580,6,7272,Monitor 24",17475.27,405
1611,1,7267,Pad Mouse XL,4383.70,128
1590,7,7273,GPU RTX 4060,14898.33,238
1602,5,7271,Teclado Mecanico,10064.89,454
1621,2,7268,Notebook 15",3835.38,21
1631,3,7269,Teclado Mecanico,26593.01,323
1641,4,7270,Auriculares BT,27834.03,14
1599,0,7266,Microfono USB,18827.02,168
1651,6,7272,GPU RTX 4060,14776.70,204
1612,1,7267,Motherboard AM5,3592.24,243
1661,7,7273,Webcam 1080p,3973.33,415
1603,5,7271,Monitor 24",23554.88,128
1622,2,7268,Memoria 16GB,16262.90,96
1632,3,7269,Teclado Mecanico,30807.35,500
1642,4,7270,Webcam 1080p,13552.60,170
1600,0,7266,Teclado Mecanico,25276.53,225
1652,6,7272,Router WiFi 6,22122.19,182
1613,1,7267,Silla Gamer,20940.02,450
1662,7,7273,Fuente 650W 80+,23390.78,77
1604,5,7271,Microfono USB,4550.76,406
1623,2,7268,Router WiFi 6,13452.45,37
1633,3,7269,Silla Gamer,10351.81,116
1643,4,7270,Pad Mouse XL,9552.41,329
1671,0,7266,Mouse Gamer,18967.11,351
1653,6,7272,Webcam 1080p,5851.14,235
1614,1,7267,Webcam 1080p,5553.52,114
1663,7,7273,Auriculares BT,29254.53,393
1605,5,7271,Router WiFi 6,24721.69,371
1624,2,7268,Teclado Mecanico,24216.26,210
1634,3,7269,Pad Mouse XL,20992.95,446
1644,4,7270,Notebook 15",29486.32,22
1672,0,7266,Router WiFi 6,11126.85,168
1654,6,7272,Motherboard AM5,13092.32,164
1615,1,7267,SSD NVMe 1TB,4640.43,103
1664,7,7273,Microfono USB,27794.58,381
1606,5,7271,Motherboard AM5,21333.45,381
1625,2,7268,Fuente 650W 80+,14742.66,283
1635,3,7269,Teclado Mecanico,15289.13,86
1645,4,7270,Router WiFi 6,2471.33,76
1673,0,7266,Fuente 650W 80+,6149.11,104
1655,6,7272,Fuente 650W 80+,5364.75,24
1616,1,7267,Webcam 1080p,12846.59,432
1665,7,7273,Fuente 650W 80+,11711.53,103
1607,5,7271,Teclado Mecanico,1289.99,351
1626,2,7268,Webcam 1080p,15158.27,261
1636,3,7269,Microfono USB,4910.46,417
1646,4,7270,SSD NVMe 1TB,12757.36,318
1674,0,7266,Microfono USB,7904.08,140
1656,6,7272,Memoria 16GB,28035.45,101
1617,1,7267,SSD NVMe 1TB,12712.62,407
1666,7,7273,Router WiFi 6,24037.84,102
1608,5,7271,Motherboard AM5,17438.64,374
1627,2,7268,SSD NVMe 1TB,7339.12,472
1637,3,7269,Motherboard AM5,20639.19,452
1647,4,7270,Motherboard AM5,18112.55,197
1675,0,7266,Fuente 650W 80+,1333.54,22
1657,6,7272,Router WiFi 6,7804.57,21
1618,1,7267,Microfono USB,25190.57,87
1667,7,7273,Fuente 650W 80+,4605.29,174
1609,5,7271,Auriculares BT,16233.41,201
1628,2,7268,Fuente 650W 80+,22977.58,83
1638,3,7269,Fuente 650W 80+,12677.04,117
1648,4,7270,Microfono USB,15063.97,25
1676,0,7266,Memoria 16GB,13455.63,205
1658,6,7272,Webcam 1080p,22180.42,414
1619,1,7267,Memoria 16GB,1513.11,80
1668,7,7273,Auriculares BT,26126.14,326
1610,5,7271,Silla Gamer,26994.08,488
1629,2,7268,Auriculares BT,27366.69,488
1639,3,7269,Motherboard AM5,7707.28,392
1649,4,7270,Router WiFi 6,30135.37,496
1677,0,7266,Monitor 24",4788.20,469
1659,6,7272,Memoria 16GB,3906.13,315
1620,1,7267,Auriculares BT,9132.81,222
1669,7,7273,Auriculares BT,15354.16,206
1681,5,7271,Silla Gamer,25941.53,400
1630,2,7268,Notebook 15",4336.38,378
1640,3,7269,Monitor 24",23423.33,43
1650,4,7270,Auriculares BT,7001.21,436
1678,0,7266,Silla Gamer,4355.94,184
1660,6,7272,Pad Mouse XL,24606.76,393
1691,1,7267,Pad Mouse XL,3024.76,33
1670,7,7273,Pad Mouse XL,5387.86,363
1682,5,7271,Teclado Mecanico,19007.59,132
1701,2,7268,Monitor 24",9743.71,226
1711,3,7269,Pad Mouse XL,21885.55,113
1721,4,7270,Microfono USB,16866.25,308
1679,0,7266,Microfono USB,28880.86,18
1731,6,7272,Router WiFi 6,21819.19,120
1692,1,7267,Silla Gamer,2467.62,27
1741,7,7273,Webcam 1080p,17367.36,287
1683,5,7271,Teclado Mecanico,26791.96,427
1702,2,7268,Memoria 16GB,18820.35,68
1712,3,7269,Router WiFi 6,25732.69,266
1722,4,7270,Auriculares BT,29582.44,426
1680,0,7266,Silla Gamer,14882.68,1
1732,6,7272,Notebook 15",8632.08,328
1693,1,7267,Teclado Mecanico,24448.34,361
1742,7,7273,Auriculares BT,5723.97,328
1684,5,7271,Mouse Gamer,7820.78,308
1703,2,7268,Notebook 15",27583.49,104
1713,3,7269,Memoria 16GB,29732.75,480
1723,4,7270,SSD NVMe 1TB,18609.47,11
1751,0,7266,Fuente 650W 80+,4120.92,41
1733,6,7272,Router WiFi 6,11107.06,417
1694,1,7267,Notebook 15",1469.89,143
1743,7,7273,Auriculares BT,21357.70,250
1685,5,7271,Microfono USB,30190.10,371
1704,2,7268,Silla Gamer,13292.78,321
1714,3,7269,Monitor 24",16678.48,108
1724,4,7270,Monitor 24",17034.02,308
1752,0,7266,Monitor 24",2829.38,383
1734,6,7272,Pad Mouse XL,3991.97,45
1695,1,7267,Pad Mouse XL,8443.54,94
1744,7,7273,Fuente 650W 80+,2703.56,244
1686,5,7271,Microfono USB,3505.63,59
1705,2,7268,Teclado Mecanico,28528.38,484
1715,3,7269,Microfono USB,18208.95,85
1725,4,7270,Fuente 650W 80+,8076.02,434
1753,0,7266,Memoria 16GB,11872.62,24
1735,6,7272,Router WiFi 6,20622.25,339
1696,1,7267,Microfono USB,27318.95,242
1745,7,7273,Auriculares BT,13905.74,87
1687,5,7271,Mouse Gamer,25636.56,442
1706,2,7268,Mouse Gamer,24927.99,438
1716,3,7269,Mouse Gamer,24711.38,11
1726,4,7270,Pad Mouse XL,4688.11,430
1754,0,7266,Mouse Gamer,23521.03,44
1736,6,7272,Pad Mouse XL,19577.82,138
1697,1,7267,Monitor 24",27474.07,65
1746,7,7273,Monitor 24",30639.68,257
1688,5,7271,Teclado Mecanico,8462.67,435
1707,2,7268,Monitor 24",12883.73,262
1717,3,7269,Memoria 16GB,16470.43,264
1727,4,7270,Teclado Mecanico,1453.77,106
1755,0,7266,Monitor 24",2086.00,416
1737,6,7272,Router WiFi 6,5477.89,476
1698,1,7267,Fuente 650W 80+,25783.22,114
1747,7,7273,Router WiFi 6,4279.48,140
1689,5,7271,Notebook 15",8078.93,0
1708,2,7268,Monitor 24",12510.72,79
1718,3,7269,Memoria 16GB,18346.81,322
1728,4,7270,Silla Gamer,2152.20,144
1756,0,7266,SSD NVMe 1TB,14504.73,269
1738,6,7272,Motherboard AM5,16019.28,88
1699,1,7267,Router WiFi 6,8826.75,270
1748,7,7273,Notebook 15",7509.18,162
1690,5,7271,SSD NVMe 1TB,10600.55,248
1709,2,7268,Memoria 16GB,24605.67,380
1719,3,7269,Motherboard AM5,11477.42,348
1729,4,7270,Webcam 1080p,26969.33,426
1757,0,7266,Webcam 1080p,2473.34,383
1739,6,7272,Microfono USB,23677.46,52
1700,1,7267,Motherboard AM5,25705.00,349
1749,7,7273,Mouse Gamer,5193.39,192
1761,5,7271,Memoria 16GB,3063.79,383
1710,2,7268,Motherboard AM5,16425.56,49
1720,3,7269,Notebook 15",25991.54,68
1730,4,7270,SSD NVMe 1TB,8586.08,114
1758,0,7266,Memoria 16GB,4277.74,425
1740,6,7272,Fuente 650W 80+,28195.16,270
1771,1,7267,Pad Mouse XL,20499.80,206
1750,7,7273,Memoria 16GB,22850.55,104
1762,5,7271,GPU RTX 4060,1861.93,371
1781,2,7268,Router WiFi 6,24198.58,46
1791,3,7269,Webcam 1080p,20630.76,159
1801,4,7270,Router WiFi 6,23102.73,17
1759,0,7266,Silla Gamer,11222.53,307
1811,6,7272,GPU RTX 4060,29304.61,169
1772,1,7267,Pad Mouse XL,22275.61,199
1821,7,7273,Router WiFi 6,2311.09,462
1763,5,7271,Webcam 1080p,28236.70,352
1782,2,7268,Memoria 16GB,27062.74,461
1792,3,7269,SSD NVMe 1TB,8417.28,65
1802,4,7270,Motherboard AM5,4830.32,29
1760,0,7266,Microfono USB,8468.97,127
1812,6,7272,Monitor 24",10864.06,208
1773,1,7267,Notebook 15",18688.14,250
1822,7,7273,Teclado Mecanico,30272.87,422
1764,5,7271,Teclado Mecanico,19460.79,16
1783,2,7268,Fuente 650W 80+,3641.58,271
1793,3,7269,Router WiFi 6,28821.03,260
1803,4,7270,SSD NVMe 1TB,7136.96,296
1831,0,7266,Router WiFi 6,27120.23,161
1813,6,7272,Monitor 24",30727.39,418
1774,1,7267,Fuente 650W 80+,25321.71,42
1823,7,7273,Mouse Gamer,12399.99,271
1765,5,7271,Silla Gamer,19624.58,60
1784,2,7268,GPU RTX 4060,3331.52,47
1794,3,7269,Monitor 24",13019.92,437
1804,4,7270,Motherboard AM5,6394.21,422
1832,0,7266,Memoria 16GB,11228.56,422
1814,6,7272,Silla Gamer,10556.59,246
1775,1,7267,Memoria 16GB,22376.93,328
1824,7,7273,Router WiFi 6,17544.53,476
1766,5,7271,Notebook 15",15088.66,47
